PUESTO;SALARIO;JORNADA;AÑOS DE SERVICIO;MES COMPLETO;CARGO ADMINISTRATIVO
TECNICO ESPECIALIZADO D;1932757.00;1.000;28; ;TÉCNICO EN TRÁMITES DE BECAS CORTAS AL EXTERIOR                                                                                                                                                                                                                 
PROFESOR CATEDRATICO                   ;4409384.00;1.000;34; ;PUESTO NO ADMINISTRATIVO
PROFESOR CATEDRATICO                   ;3176684.00;1.000;27; ;PUESTO NO ADMINISTRATIVO
DIRECTOR;4272540.00;1.000;32; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;104959.45;0.125;11; ;PUESTO NO ADMINISTRATIVO
TECNICO ESPECIALIZADO A;1561580.00;1.000;30; ;TÉCNICO EN GESTIÓN DE POSGRADOS A                                                                                                                                                                                                                               
TECNICO ASISTENCIAL B;1389548.00;1.000;27; ;ASISTENTE DE REGISTRO E INFORMACIÓN ESTUDIANTIL                                                                                                                                                                                                                 
TECNICO ESPECIALIZADO B;1535153.00;1.000;26; ;TÉCNICO EN SERVICIOS MULTIMEDIA                                                                                                                                                                                                                                 
TECNICO ESPECIALIZADO B;1773986.00;1.000;33; ;TÉCNICO EN MANTENIMIENTO DE EQUIPO                                                                                                                                                                                                                              
TECNICO ESPECIALIZADO D;2054192.00;1.000;35; ;TÉCNICO COORDINADOR DE AUDIO                                                                                                                                                                                                                                    
TRABAJADOR OPERATIVO C;1685865.00;1.000;26; ;OFICIAL DE SEGURIDAD UNIVERSITARIA                                                                                                                                                                                                                              
PROFESOR INTERINO LICENCIADO           ;307123.50;0.250;9; ;PUESTO NO ADMINISTRATIVO
PROFESIONAL B;2955569.00;1.000;38; ;PROFESIONAL EN APOYO A LA INVESTIGACIÓN LINGÜÍSTICA                                                                                                                                                                                                             
PROFESOR INTERINO LICENCIADO           ;480101.00;0.500;15; ;PUESTO NO ADMINISTRATIVO
PROFESIONAL A;2679464.00;1.000;31; ;PROFESIONAL EN  ADMINISTRACIÓN DEL CATÁLOGO DE BIENES Y SERVICIOS                                                                                                                                                                                               
PROFESOR INSTRUCTOR                    ;2165460.00;1.000;32; ;PUESTO NO ADMINISTRATIVO
PROFESIONAL B;2846716.00;1.000;37; ;PROFESIONAL EN ASESORÍA LEGAL DE COMISIÓN INSTRUCTORA INSTITUCIONAL                                                                                                                                                                                             
PROFESOR ASOCIADO                      ;3763270.90;1.000;31; ;PUESTO NO ADMINISTRATIVO
JEFE B;4287517.00;1.000;41; ;JEFE DE EXPEDIENTES ACADÉMICOS Y GRADUACIONES                                                                                                                                                                                                                   
